"Country Name","Country Code","Year","Agriculture (% GDP)","Ease of Doing Business","Education Expenditure (% GDP)","Export (% GDP)","GDP","Health Expenditure (% GDP)","Import (% GDP)","Industry (% GDP)","Inflation Rate","R&D","Service (% GDP)","Unemployment","Population","Land","Continent Name","Export","Import","Education Expenditure","Health Expenditure","Net Trade","GDP Per Capita","Population Density"
"Indonesia","IDN",2017,13.1566308462661,66.86799,16.1207408905029,20.1773044351106,1015618744168.15,2.90417194,19.17819263535,39.3791548040237,3.80879806953163,2417680409.11159,43.6140553296427,3.78,264498852,1916820,"Asia",204924485910.855,194777319197.29,163725266182.727,29495314585.5118,10147166713.5645,3839.78507463673,137.98836197452
"Indonesia","IDN",2018,12.8084975586902,68.184,16.5608901977539,21.0027464972455,1042271532953.36,2.86757827,22.071562457954,39.7297374523848,3.19834641562404,2358868917.77444,43.4048373057688,4.39,267066843,1916862.2,"Asia",218905647879.149,230045612377.275,172609444134.852,29887951993.3664,-11139964498.1266,3902.66167542693,139.325008860835
"Indonesia","IDN",2019,12.7126026577522,69.57879,17.3479995727539,18.5915277970883,1119099871386.16,2.90491366,19.0362497386225,38.9517679950779,3.03058664969491,3036117817.12992,44.220745839176,3.59,269582878,1916906.77,"Asia",208057763665.937,213034646341.673,194141440906.76,32508885032.939,-4976882675.73529,4151.22755454135,140.634318903261
"Indonesia","IDN",2020,13.6984142796138,66.280608,19.1527996063232,17.3311682848923,1059054842711.72,3.41433048,15.6410071153504,38.2383937187942,1.92096800566845,2974249720.36194,44.4134399516292,4.25,271857970,1916906.77,"Asia",183546577019.67,165646843304.003,202838651745.637,36159632294.6223,17899733715.6665,3895.61815205094,141.821174746021
"Indonesia","IDN",2021,13.2802165425549,66.280608,16.7589173567922,21.4081231102766,1186505455720.81,2.66820891714286,18.7896281436238,39.844959654917,1.56012990525685,2037005749.14052,42.8226188816492,3.83,273753191,1912314.60666667,"Asia",254008548670.859,222939963033.749,198845468758.082,31658444371.9291,31068585637.1102,4334.21598260314,143.152800300561
"Indonesia","IDN",2022,12.3996592154305,66.280608,16.7589173567922,24.4924493725873,1319100220389.02,2.66820891714286,20.9008560313116,41.4292959518952,4.2094638340216,2264645914.32711,41.7908539920084,3.554,275501339,1912314.60666667,"Asia",323079953652.468,275703237972.223,221066915788.26,35196349706.4709,47376715680.2451,4787.99930765135,144.066953230161
"Italy","ITA",2012,1.9707531347602,72.51951,8.01743030548096,28.3792428359574,2086957656821.6,8.78352833,27.2754780086443,21.3450699035872,3.04136333226773,26341370521.4348,66.4430892019109,10.65,59539717,302069,"Europe",592262781313.008,569227676736.094,167320375640.57,183308517022.029,23035104576.9144,35051.5212697702,197.106346563202
"Italy","ITA",2013,2.14458980749233,72.51951,8.1325798034668,28.6332430796987,2141924094298.57,8.77543831,26.2343363170751,21.1724585185577,1.21999342274305,27867931276.0522,66.6853159566512,12.15,60233948,302069,"Europe",613302332503.144,561919570554.752,174193686298.515,187963227542.197,51382761948.3927,35560.0814062291,199.404599611347
"Italy","ITA",2014,1.99786088974992,72.51951,7.9859299659729,29.1088281864091,2162009615996.51,8.86791801,26.2132869642331,20.7984291070401,0.241047429826773,28936336836.5796,67.0857037729254,12.68,60789140,302069,"Europe",629335664494.067,566733784835.479,172656573791.081,191725240114.886,62601879658.5879,35565.7213771491,201.242563785095
"Italy","ITA",2015,2.06523676190304,71.68638,8.09591007232666,29.7159823723612,1836637711060.55,8.85689163,26.7021937892476,20.8563842801091,0.0387903996579552,24583396182.9184,66.9714230482283,11.9,60730582,302069,"Europe",545774938462.891,490422560813.789,148692537441.901,162669011704.345,55352377649.1017,30242.3861352185,201.048707414531
